sep=,
DisplayName,Caliber,HandSlot,MagazineSize,Damage,AvailableComponents,1,2,3,4,5,6,7,8,9,ComponentSlots____,Cost,ReloadAP,AvailableAttacks____,ShootAP,Comment,RepairCost,PenetrationClass,Entity,OverwatchAngle,ScrapParts,WeaponRange,RestockWeight,group,id,Icon,object_class,Reliability,DisplayNamePlural,LargeItem,DisplayName____,mod,ObjDamageMod,CategoryPair,UnitStat,CanAppearStandard,HolsterSlot,Noise,CritChanceScaled,PointBlankBonus,DisplayNamePlural____,AimAccuracy,CanAppearInShop,AdditionalHint____,Description____,MaxStock,Tier,AdditionalHint,Description,Valuable,10,11,12,13,Condition,fxClass,ItemType,comment,Color,14,15,Cumbersome,colorStyle,rat_barrel_len,placeholder_recoil,SubIcon,burst_recoil_delta,auto_recoil_delta,recoil_mechanism,Rat_cycling,is_vanilla_firearm,PBbonus_base,weigth_held_mul,wep_base_snapshot_mul,wep_base_hip_mul,long_recoil_delta,rat_weigth,wep_base_recoil_mul,APStance,Rat_swap_ap,CritChance,msg_reactions____,MaxMishapChance,MinMishapChance,PreparedAttackType,locked,BackfireDamage,BackfireRange,AttackAP,BombardRadius,CanAppearUsed,ModifyRightHandGrip,BuckshotConeAngle,BuckshotFalloffStart,BuckshotFalloffDamage,IgnoreCoverReduction
,556,TwoHanded,45,24,{G11_Bipod_1},"{DefaultComponent = G11_Barrel_def_1, SlotType = Barrel}","{DefaultComponent = G11_Scope_1, SlotType = Scope}","{Modifiable = false, SlotType = Mount, CanBeEmpty = true}","{CanBeEmpty = true, SlotType = Rail_Mount}","{DefaultComponent = CAWS_Muzzle_def_1, SlotType = Muzzle}","{DefaultComponent = G11_Mag_def_1, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Under}","{CanBeEmpty = true, SlotType = Bipod}",,{},24499,,"{BurstFire, MGBurstFire, AutoFire, SingleShot, CancelShot}",4000,,110,2,G11,1818,15,30,25,Firearm - Assault,G11_1,Mod/KKh3Yhf/Images/G11_icon.png,AssaultRifle,95,,1,"{758511716890, G 11}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,,,,"{581743141131, G 11s}",8,true,"{712374011235, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Longer range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus from Aiming
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low attack costs
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Exceptionaly low reload costs}","{853423691141, <style PerkststsBold ><scale 900>The G11 is a non-production prototype assault rifle developed from the late 1960s-1980s.<newline><newline>It was primarily a project of West Germany, though it was of significance to the other NATO countries as well. In particular, versions of the G11 were included in the U.S. Advanced Combat Rifle program. In 1990, the development of the G11 was finished.<newline><newline>Although the weapon was a technical success, it never entered full production due to the political changes of German reunification and lack of procurement contract.<newline><newline>Only 1000 units were ever produced, some of which made their way into the hands of the Bundeswehr. Ultimately, the German armed forces replaced the G3 with the G36.<newline><newline><style MMOptionEntry>Made in Germany <image UI/Icons/Flags/f_germany.dds 1600>}",2,3,,,,,,,,,G36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G36,556,TwoHanded,30,22,"{StockNormal, StockFolded, StockHeavy}","{DefaultComponent = BarrelNormal, SlotType = Barrel}","{DefaultComponent = ScopeCOG, SlotType = Scope}","{DefaultComponent = Compensator, SlotType = Muzzle}","{DefaultComponent = MagNormal, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Under}","{CanBeEmpty = true, SlotType = Side}","{DefaultComponent = StockNormal, SlotType = Stock}",,,{},9900,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",5000,tier 5 light,,2,Weapon_HKG36,1440,10,30,40,Firearm - Assault,G36,UI/Icons/Weapons/G36,AssaultRifle,90,G36s,1,,,,AssaultRifles,Marksmanship,,Shoulder,,,1,,6,true,,,,3,"<bullet_point> Longer range
<bullet_point> Increased bonus from Aiming
<bullet_point> Low attack costs",Futuristic assault rifle with an integrated dual combat sighting system. The 5.56 NATO cartridge combined with the short-stroke gas piston system make this a joy to shoot.,1,,,,,,G36,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,762NATO,TwoHanded,20,32,"{G11_Rail_6, G11_Rail_7, G11_Rail_8, G11_Rail_9, G11_Rail_10}","{DefaultComponent = G3A3_barrel_def_1, SlotType = Barrel}","{DefaultComponent = ToG_Rail_Block, SlotType = Scope}","{DefaultComponent = G3A3_muzzle_1, SlotType = Muzzle}","{DefaultComponent = G3A3_magazine_1, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Bipod}","{DefaultComponent = G3A3_Stock_1, SlotType = Stock}","{CanBeEmpty = true, SlotType = Rail_Mount}",,,{},3699,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",6000,,65,3,G3A3Green,1260,10,31,30,Firearm - Assault,G3A3Green_1,Mod/KKh3Yhf/Images/G3A3Green_icon.png,AssaultRifle,95,,1,"{519915702570, G3A3}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,,20,,"{108237636140, G3A3s}",,true,"{951034768043, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Longer range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Reliable
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Easy to repair}","{799313357048, <style PerkststsBold ><scale 900>The G3 (Gewehr 3) is a 7.62×51mm NATO, select-fire battle rifle developed in the 1950s<newline><newline>The modular designed G3 has over the years been exported to over 70 countries and manufactured under licence in at least 15 countries, bringing the total number built to around 7,800,000. It was the service rifle of the armed forces of Germany until it was replaced by the G36 in the 1990s.<newline><newline>The G3A3 is the most well known 1963 version. Drum sights with an improved front sight, a flash-suppressor/muzzle brake capable of firing NATO standard grenades, a fixed solid plastic buttstock, and a plastic handguard that does not contact the free-floating barrel. The handguard came in a slim, ventilated version and a wide version. The latter allows for the attachment of a bipod.<newline><newline><style MMOptionEntry>Made in Germany <image UI/Icons/Flags/f_germany.dds 1600>}",2,3,,,,,,,,,G36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,762NATO,TwoHanded,20,32,"{G11_Rail_6, G11_Rail_7, G11_Rail_8, G11_Rail_9, G11_Rail_10}","{DefaultComponent = G3A3_barrel_def_1, SlotType = Barrel}","{DefaultComponent = ToG_Rail_Block, SlotType = Scope}","{DefaultComponent = G3A3_muzzle_1, SlotType = Muzzle}","{DefaultComponent = G3A3_magazine_1, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Bipod}","{DefaultComponent = G3A3_Stock_1, SlotType = Stock}","{CanBeEmpty = true, SlotType = Rail_Mount}",,,{},3399,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",6000,,65,3,G3A3,1260,10,31,30,Firearm - Assault,G3A3_1,Mod/KKh3Yhf/Images/G3A3Saudi_icon.png,AssaultRifle,95,,1,"{958708747893, G3A3}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,,20,,"{101189126788, G3A3s}",,,"{993274644896, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Longer range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Reliable
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Easy to repair}","{406487173349, <style PerkststsBold ><scale 900>The G3 (Gewehr 3) is a 7.62×51mm NATO, select-fire battle rifle developed in the 1950s<newline><newline>The modular designed G3 has over the years been exported to over 70 countries and manufactured under licence in at least 15 countries, bringing the total number built to around 7,800,000. It was the service rifle of the armed forces of Germany until it was replaced by the G36 in the 1990s.<newline><newline>The G3A3 is the most well known 1963 version. Drum sights with an improved front sight, a flash-suppressor/muzzle brake capable of firing NATO standard grenades, a fixed solid plastic buttstock, and a plastic handguard that does not contact the free-floating barrel. The handguard came in a slim, ventilated version and a wide version. The latter allows for the attachment of a bipod.<newline><newline><style MMOptionEntry>Made in Germany <image UI/Icons/Flags/f_germany.dds 1600>}",2,2,,,,,,,,,G36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,762NATO,TwoHanded,20,29,"{G11_Rail_6, G11_Rail_7, G11_Rail_8, G11_Rail_9, G11_Rail_10}","{CanBeEmpty = true, SlotType = Barrel, DefaultComponent = G3_Barrel_def_1}","{DefaultComponent = ToG_Rail_Block, SlotType = Scope}","{DefaultComponent = ToG_VFX_Muzzle, SlotType = Muzzle}","{DefaultComponent = G3_Mag_def_1, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Bipod}","{DefaultComponent = G3_Stock_def_1, SlotType = Stock}","{CanBeEmpty = true, SlotType = Rail_Mount}",,,{},2499,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",6000,,65,3,G3,1260,10,27,60,Firearm - Assault,G3_1,Mod/KKh3Yhf/Images/G3_icon.png,AssaultRifle,92,,1,"{648193735901, G 3}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,,20,,"{504241786412, G 3s}",,true,"{524352032540, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Longer range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Reliable
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Easy to repair}","{542985785432, <style PerkststsBold ><scale 900>The G3 (Gewehr 3) is a 7.62×51mm NATO, select-fire battle rifle developed in the 1950s<newline><newline>The modular designed G3 has over the years been exported to over 70 countries and manufactured under licence in at least 15 countries, bringing the total number built to around 7,800,000. It was the service rifle of the armed forces of Germany until it was replaced by the G36 in the 1990s.<newline><newline>The rifle proved successful in the export market, being adopted by the armed forces of over 40 countries. The G3 served as a basis for many other weapons, among them: the PSG1 and MSG90 precision rifles, the HK11 and HK21 family of light machine guns and the MC51 carbine.<newline><newline><style MMOptionEntry>Made in Germany <image UI/Icons/Flags/f_germany.dds 1600>}",4,2,,,,,,,,,G36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galil,762NATO,TwoHanded,30,26,"{Flashlight, FlashlightDot, LaserDot, UVDot}","{DefaultComponent = BarrelNormal, SlotType = Barrel}","{DefaultComponent = StockNormal, SlotType = Stock}","{DefaultComponent = Galil_Brake_Default, SlotType = Muzzle}","{DefaultComponent = Bipod_Galil, SlotType = Under}","{CanBeEmpty = true, SlotType = Scope}","{DefaultComponent = MagNormal, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Side}",,,{},7000,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",6000,tier 4 heavy,50,2,Weapon_Galil,1440,10,30,,Firearm - Assault,Galil,UI/Icons/Weapons/Galil,AssaultRifle,77,Galils,1,,,,AssaultRifles,Marksmanship,,Shoulder,,30,,,,true,,,,3,"<bullet_point> High Crit chance
<bullet_point> Longer range
<bullet_point> In-built bottle opener",Designed with a bottle opener so the soldiers don't damage the mags while using the gun to open bottles. Tries to emulate the AK-47 for some reason. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,556,TwoHanded,20,14,"{BarrelNormal, ToG_Comp_AR_Barrel_Long_1, ToG_Comp_AR_Barrel_Long_2}",{SlotType = Muzzle},"{DefaultComponent = BarrelNormal, SlotType = Barrel}",,,,,,,,{},829,4000,"{BurstFire, AutoFire, SingleShot, CancelShot}",4000,,,2,Groza4_2,1440,7,19,75,Firearm - Assault,Groza_1,Mod/KKh3Yhf/Images/Groza_icon_1.png,AssaultRifle,35,,1,"{160495312291, Groza}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,10,5,,"{720571556871, Groza}",1,true,"{237214393669, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low damage
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus from Aiming
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low attack costs
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased Reload cost
}","{500370541057, <style PerkststsBold ><scale 900>The OTs-14-4 ""Groza-4"" (Russian: ОЦ-14-4 ""Гроза"") is a Russian selective fire bullpup assault rifle chambered for the 9×39mm subsonic cartridge. It was developed in the 1990s in Tula, Russia.

The weapon is colloquially known as OC-14 or OTs-14 ""Groza"". The OTs-14-4A ""Groza-4"" has one derivative, the TKB-0239 (ТКБ-0239), also known as OTs-14-1A ""Groza-1"", chambered for the 7.62×39mm cartridge.

The Groza saw limited use in 1999 in the Second Chechen War, however they quickly fell out of favour and are no longer produced.
<newline><newline><style MMOptionEntry>Made in Russia <image UI/Icons/Flags/f_russia.dds 1600>}",5,,,,,,,,,,UZI,,*** Ingame item Groza4 ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,556,TwoHanded,30,27,"{Silentium_Basic, Silentium_Basic_1, Silentium_Hush, Silentium_Hush_1, Silentium_Ninja, Silentium_Ninja_1, Silentium_Whisper, Silentium_Whisper_1, Silentium_Shadow, Silentium_Shadow_1, Silentium_Mute, Silentium_Mute_1, Silentium_Nighthawk, Silentium_Nighthawk_1, Silentium_Phantom, Silentium_Phantom_1, Silentium_Assasin, Silentium_Assasin_1, NoiseX_Muffler, NoiseX_MufflerPro, NoiseX_SoundGuard, NoiseX_SoundGuardPro, NoiseX_Sonic, NoiseX_SonicPro, NoiseX_Symphony, NoiseX_SymphonyPro, NoiseX_Mirage, NoiseX_MiragePro}","{DefaultComponent = hk33_barrel_def_1, SlotType = Barrel}","{DefaultComponent = hk33_top_rail_1, SlotType = Scope}","{DefaultComponent = hk33_muzzle_1, SlotType = Muzzle}","{DefaultComponent = hk33_magazine_11, SlotType = Magazine}","{DefaultComponent = hk33_Stock_1, SlotType = Stock}","{CanBeEmpty = true, SlotType = Bipod, DefaultComponent = hk33_bipod_fld_1}","{DefaultComponent = hk33_handguard_cl_1, SlotType = Handguard}","{DefaultComponent = hk33_lower_classic_1, SlotType = General}","{CanBeEmpty = true, SlotType = Rail_Mount}",{},9900,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",5000,,,2,HK33,1440,10,30,40,Firearm - Assault,HK33A2_1,Mod/KKh3Yhf/Images/HK33_icon.png,AssaultRifle,90,,1,"{750911929556, HK33A2}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,,,1,"{183165785634, HK33A2s}",6,true,"{405444058686, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Longer range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus from Aiming
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low attack costs}","{539733773290, <style PerkststsBold ><scale 820>The HK33 is a 5.56mm assault rifle developed in the 1960s<newline><newline>
The HK33 series of rifles were adopted by the Brazilian Air Force (Força Aérea Brasileira or FAB), the armed forces of Thailand and Malaysia where they were produced under a licence agreement. The rifle was also licence-built in Turkey, and exported from France but actually made in Germany.<newline><newline>A copy of the HK33 was built under licence as T223 during the Vietnam War. Although heavier than the M16, it was used in small numbers by SEAL teams due to its available 40-round magazine.<newline><newline>In Myanmar, the Karen National Liberation Army fielded government-made HK33s. Thai government units fielded HK33s during the South Thailand insurgency. Some of these rifles were seized by groups such as the Patani United Liberation Organisation or the Gerakan Mujahidin Islam Patani<newline><newline><style MMOptionEntry>Made in Germany <image UI/Icons/Flags/f_germany.dds 1600>}",,3,,,1,"{CanBeEmpty = true, SlotType = Side2}","{CanBeEmpty = true, SlotType = Side3}","{DefaultComponent = hk33_side_block_1, SlotType = Under}","{CanBeEmpty = true, SlotType = ToC_Aftermarket_Muzzles}",,G36,,,Black,"{CanBeEmpty = true, SlotType = ToC_Aftermarket_Scopes}","{CanBeEmpty = true, SlotType = ToC_Aftermarket_Silencers}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,556,TwoHanded,30,26,"{Leovision_Eagle, Leovision_Falcon, Leovision_Harpy}","{DefaultComponent = hk33_barrel_def_1, SlotType = Barrel}","{CanBeEmpty = true, SlotType = Side2}","{CanBeEmpty = true, SlotType = Side3}","{DefaultComponent = hk33_side_block_1, SlotType = Under}","{DefaultComponent = hk33_muzzle_1, SlotType = Muzzle}","{DefaultComponent = hk33_magazine_11, SlotType = Magazine}","{DefaultComponent = HK53_stock_fld_1, SlotType = Stock}","{DefaultComponent = hk33_handguard_cl_1, SlotType = Handguard}","{DefaultComponent = hk33_lower_classic_1, SlotType = General}",{},9900,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",5000,,,2,HK53,1440,10,27,40,Firearm - Assault,HK53_1,Mod/KKh3Yhf/Images/HK53_icon.png,AssaultRifle,90,,1,"{492398819384, HK53}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,,,1,"{605168686504, HK53}",6,true,"{808638369137, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Longer range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus from Aiming
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low attack costs}","{939092776695, <style PerkststsBold ><scale 820>The HK 53 is a compact assault rifle of German origin and the short carbine variant of the HK 33 rifle. It is often classified as a sub machine gun due to its compact size.<newline><newline>A number of police forces and militaries adopted the HK53 for a variety of roles. Special forces units around the world including the British SAS, Royal Military Police Close Protection Unit and Royal Marines, designated the L101A1 in British service, who typically used it during close protection duties and operations involving close quarter battle.<newline><newline>During its service life the HK53 went through a series of changes to furniture mouldings, buttstock types and fire selector options. It remained in production into the early 2000s, when the HK33 and HK53 where replaced with the G36 and G36K<newline><newline><style MMOptionEntry>Made in Germany <image UI/Icons/Flags/f_germany.dds 1600>}",,3,,,1,"{CanBeEmpty = true, SlotType = Rail_Mount}","{DefaultComponent = hk33_top_rail_1, SlotType = Scope}","{CanBeEmpty = true, SlotType = ToC_Aftermarket_Muzzles}","{CanBeEmpty = true, SlotType = ToC_Aftermarket_Silencers}",,G36,,,Black,"{CanBeEmpty = true, SlotType = ToC_Aftermarket_Scopes}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,556,TwoHanded,30,21,"{L85A1_toprail_1, L85A1_ironsight_1}","{DefaultComponent = L85A1_barrel_def_1, SlotType = Barrel}","{DefaultComponent = L85A1_muzzle_def_1, SlotType = Muzzle}","{Modifiable = false, SlotType = Magazine, DefaultComponent = L85A1_mag_def_1}","{CanBeEmpty = true, SlotType = Rail_Mount}","{DefaultComponent = L85A1_ironsight_1, SlotType = Scope}",,,,,{},6600,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",5000,,,2,L85A1,1440,10,30,30,Firearm - Assault,L85A1_1,Mod/KKh3Yhf/Images/L85A1_icon.png,AssaultRifle,85,,1,"{716453153887, L85A2}",KKh3Yhf,,AssaultRifles,Marksmanship,,Shoulder,,15,,"{132324888749, L85A2s}",7,true,"{187242183787, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Longer range
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Increased bonus from Aiming
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Low attack costs}","{715505248387, <style PerkststsBold ><scale 850>The L85 is a 5.56×45mm NATO service weapon used by the British Army.<newline><newline> The L85 has been the standard issue service rifle of the British Armed Forces since 1987, replacing the L1A1 Self-Loading Rifle. The prototypes were created in 1976, with production of the A1 variant starting in 1985 and ending in 1994.<newline><newline>In 1994, production was officially completed. Soon after being adopted for service, problems began to surface during troop trials held between 1986 and 1987. Components were found to be insufficiently robust, the LSW's bipod lock often failed to hold the bipod legs in closed position, the plastic furniture was melted by insect repellent, metal parts were quick to rust in jungle environments, and the weapon's mechanism was highly susceptible to dusty and arctic environments. As a result, a more extensive modification programme was executed. In 2000, a team, led by Ernst Mauch, was contracted to upgrade the SA80 family of weapons. 200,000 SA80s were re-manufactured for £400 each, producing the A2 variant.<newline><newline><style MMOptionEntry>Made in England <image UI/Icons/Flags/f_england.dds 1600>}",,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,762NATO,TwoHanded,500,14,{M134_Muzzlebooster},"{DefaultComponent = M134_Muzzlebooster, SlotType = Muzzle}",,,,,,,,,{},13499,6000,"{MGBurstFire, AutoFire, RunAndGun, CancelShot}",,,,3,M134_4,1800,25,42,,Firearm - Assault,M134_1,Mod/KKh3Yhf/Images/DAM134DT.png,AssaultRifle,75,,1,"{462047709868, M134 Minigun}",KKh3Yhf,,,Strength,,Shoulder,42,,,"{698979281102, M134 Miniguns}",6,,"{926354500090, <image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Cumbersome (no Free Move)
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Rate of fire	Variable, 2,000-6,000 rpm}","{176944375916, <style PerkststsBold ><scale 900>The M134 Minigun is an American 7.62×51mm NATO six-barrel rotary machine gun with a high rate of fire (2,000 to 6,000 rounds per minute).
<newline>
It features a Gatling-style rotating barrel assembly with an external power source, normally an electric motor. The ""Mini"" in the name is in comparison to larger-caliber designs that use a rotary barrel design, such as  20 mm M61 Vulcan, and ""gun"" for the use of rifle ammunition as opposed to autocannon shells.
<newline><newline><style MMOptionEntry>Made in USA <image UI/Icons/Flags/f_usa.dds 1600>}",,,,,,,,,,,BrowningM2HMG,MachineGun,*** Ingame item M134 ***,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-14,762NATO,TwoHanded,20,21,"{ImprovedIronsight, LROptics, LROpticsAdvanced, ReflexSight, ReflexSightAdvanced, ScopeCOG, ScopeCOGQuick, ThermalScope}","{DefaultComponent = BarrelNormal, SlotType = Barrel}","{DefaultComponent = StockNormal, SlotType = Stock}","{DefaultComponent = MagNormal, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Under}","{DefaultComponent = M14_Default_Muzzle, SlotType = Muzzle}","{CanBeEmpty = true, SlotType = Side}","{CanBeEmpty = true, SlotType = Scope}",,,{},3600,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",6000,tier 2 heavy,,2,Weapon_M14,1440,10,24,,Firearm - Assault,M14SAW,UI/Icons/Weapons/M14,AssaultRifle,80,M-14s,1,,,,AssaultRifles,Marksmanship,,Shoulder,,,,,5,true,,,,2,<bullet_point> Increased bonus from Aiming,"Take a Garand rifle, then make it heavier and capable of firing full auto. Simply put, it's a Frankenstein monster.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,762NATO,TwoHanded,10,29,{m14_component_recoil},"{DefaultComponent = BarrelNormal, SlotType = Barrel}","{DefaultComponent = StockHeavy, SlotType = Stock}","{DefaultComponent = MagNormal, SlotType = Magazine}","{CanBeEmpty = true, SlotType = Under}","{DefaultComponent = M14_Default_Muzzle, SlotType = Muzzle}","{CanBeEmpty = true, SlotType = Side}","{CanBeEmpty = true, SlotType = Scope}","{Modifiable = false, SlotType = General, DefaultComponent = m14_component_recoil}",,{},7200,3000,"{BurstFire, AutoFire, SingleShot, CancelShot}",4000,,,,Weapon_M14,870,10,28,40,Firearm - Assault,M14SAW_AUTO,UI/Icons/Weapons/M14,AssaultRifle,80,,1,"{664499471719, M-14}",cfahRED,,AssaultRifles,Marksmanship,,Shoulder,,,1,"{300513013967, M-14s}",4,true,"{419078734073, <description_hints>
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Military variant with burst fire and auto fire modes
<image UI/Conversation/T_Dialogue_IconBackgroundCircle.tga 400 130 128 120> Has a big recoil penalty}","{251899153523, Take a Garand rifle, then make it heavier and capable of firing full auto. Simply put, it's a Frankenstein monster.}",1,2,,,,,,,,,,,------------ 7.62 NATO ----- ASSAULT,,,,,,457,115,Mod/cfahRED/Images/m143.png,125,125,Gas_Operated,Auto,true,-1,137,109,97,125,5220,89,4,3,,,,,,,,,,,,,,,,
M16A2,556,TwoHanded,30,17,"{Flashlight, FlashlightDot, LaserDot, UVDot}","{CanBeEmpty = true, SlotType = Scope}","{CanBeEmpty = true, SlotType = Muzzle, DefaultComponent = Compensator}","{Modifiable = false, SlotType = Barrel, DefaultComponent = BarrelNormal}","{DefaultComponent = MagNormal, SlotType = Magazine}","{DefaultComponent = StockNormal, SlotType = Stock}","{DefaultComponent = M16_Handguard, SlotType = Under}","{CanBeEmpty = true, SlotType = Side}",,,{},3000,3000,"{BurstFire, SingleShot, CancelShot}",5000,tier 2 light,,2,Weapon_M16A2,1440,10,24,,Firearm - Assault,M16A2,UI/Icons/Weapons/M16A2,AssaultRifle,80,M16A2s,1,,,,AssaultRifles,Marksmanship,,Shoulder,,,,,6,true,,,,2,"<bullet_point> Increased bonus from Aiming
<bullet_point> Low attack costs
<bullet_point> No Auto firing mode with standard Stock","The most iconic firearm of the western world, the M16 introduced the 5.56 NATO cartridge which was made for its 20 inch barrel. It's higher bullet velocity improves accuracy at long range and auto-fire handling, though it has less stopping power than its main rival - the AK-47. Don't ask about the forward assist...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
